"Course Code","Course Name","Course Description","Delivery Method",Category,"Learner Group",parsedduration,parsedduration,parsedduration,"Available Classes","Link to ELM Search","Course Last Modified","Course Owner Org","Course ID",Keywords,Group,Audience,Topic
ITEM-1551,"Leveraging Behavioural Insights for Strategic Decision-Making (Restricted to Senior Leaders - Bands 4-6)","In this 2-hour virtually delivered workshop, you will be introduced to tools and perspectives from behavioural insights that support senior leaders' decision-making under conditions of uncertainty and complexity.",Webinar,"Senior Leaders, Innovation, Complementary, ","All Government of British Columbia Learners","Not Listed","Not Listed","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1551-""","2024/08/27 11:14:50AM","Learning Centre",18834,"Learning Centre",Complementary,"Senior Leaders",Innovation
ITEM-1224,"MBCPS Series (1): Mini-Bytes","Managing in the BCPS offers managers a virtual learning experience to increase knowledge, refine leadership skills, and better understand the broad excluded management accountabilities associated with leading within the BC Public Service.",eLearning,"People Leaders, Leadership, Core, ","All Government of British Columbia Learners","Not Listed","Not Listed","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1224-""","2024/03/21  3:01:29PM","Learning Centre",18507,"Leadership, Learning Centre, MBCPS, Manage, Manager, Manager, Managing, in the BC Public Service",Core,"People Leaders",Leadership
ITEM-2079,"Managing Mental Health in the Workplace (Restricted to People Leaders)","Mental health impacts how we think, feel, work and engage with others. Leaders must be able to support mental health in the workplace. This requires learning about what mental health is, what impacts it and how to respond when illness or injury occurs.",Webinar,"People Leaders, Core, ","All Government of British Columbia Learners","Not Listed","Not Listed","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2079-""","2024/07/29  4:15:02PM","Workplace Health and Safety",19323,"Leader, Mental Health, Resiliency, Stress, Workplace Health and Safety",Core,"People Leaders",
ITEM-1207,"OCIO My Service Centre (My SC) - Authorized User Training - Module 1","In this module, you will learn about the OCIO My Service Centre, user access types and functions, services available to Authorized Users, and the fundamentals of ordering a service in My SC.",eLearning,"IT and Digital, Core, All Employees, ","All Government of British Columbia Learners","Not Listed","Not Listed","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1207-""","2023/12/14  4:09:34PM","Learning Centre",18490,"Learning Centre, asset financial, financial management, iStore, my service centre, ordering",Core,"All Employees","IT and Digital"
ITEM-1209,"OCIO My Service Centre (My SC) - Authorized User Training - Module 2","In this module, you will learn about bundled services and ordering a Service Bundle in My Service Centre (MY SC).",eLearning,"IT and Digital, Core, All Employees, ","All Government of British Columbia Learners","Not Listed","Not Listed","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1209-""","2023/12/14  4:09:54PM","Learning Centre",18492,"Learning Centre, asset financial, financial management, iStore, my service centre, ordering",Core,"All Employees","IT and Digital"
ITEM-1206,"OCIO My Service Centre (My SC) - Financial User Training","This training webinar will provide a brief overview of the OCIO My Service Centre and step-by-step instruction on how to load and maintain financial coding information for your IDIR and account related assets.",eLearning,"Finance and Accounting, Core, All Employees, ","All Government of British Columbia Learners","Not Listed","Not Listed","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1206-""","2023/12/14  4:10:10PM","Learning Centre",18489,"Learning Centre, asset financial, financial management, iStore, my service centre, ordering",Core,"All Employees","Finance and Accounting"
ITEM-1303,"OCIO My Service Centre (My SC) - Report Training - Sector and Financial Dashboards","This training session includes an overview and demo of Dashboards and Reports, using filters, sorting lists, adding columns/fields to lists, saving filters (queries) and exporting data.",eLearning,"Information Management, Core, All Employees, ","All Government of British Columbia Learners","Not Listed","Not Listed","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1303-""","2024/03/21 11:40:06AM","Learning Centre",18586,"Learning Centre, financial management, my service centre",Core,"All Employees","Information Management"
ITEM-2195,"OHS Co-Chair Training","Additional training to the OHS Committee Training course, which addresses co-chair specifics in relation to OHS leadership, resourcing, planning, actioning and meeting dynamics, all for the purpose of enhancing OHS Committee effectiveness.",Classroom,"Health, Safety and Well-Being, Core, All Employees, ","All Government of British Columbia Learners","Not Listed","Not Listed","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2195-""","2024/01/16  2:50:38PM","Learning Centre",19438,"Committee, Learning Centre, OSH",Core,"All Employees","Health, Safety and Well-Being"
ITEM-141,"OHS Committee Training","Occupational Health and Safety. Promote and maintain a safe work environment.",Classroom,"Health, Safety and Well-Being, Core, All Employees, ","All Government of British Columbia Learners","Not Listed","Not Listed","Not Listed",14,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-141-""","2024/02/06  1:07:24PM","Workplace Health and Safety",17476,"Committee, Health, Joint, OSH, Program, Safety, WCB, Workplace, Workplace Health and Safety, employer, representative, worker",Core,"All Employees","Health, Safety and Well-Being"
ITEM-1264,"OHS De-escalation Techniques and Personal Safety Strategies - Workplace Violence Prevention","A WEBINAR on how to assess and deal with potentially violent situations in the workplace. This course does not fulfil OHS Regulation requirements for workplace violence risk assessment, see Mitigating Workplace Violence.",Webinar,"Health, Safety and Well-Being, Complementary, All Employees, ","All Government of British Columbia Learners","Not Listed","Not Listed","Not Listed",5,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1264-""","2023/12/16  7:51:18PM","Workplace Health and Safety",18547,"OSH, Workplace, Workplace Health and Safety, prevention, violence",Complementary,"All Employees","Health, Safety and Well-Being"
ITEM-142,"OHS Incident Investigation","This one day course is designed to meet the needs of the ministry's OSH program and the WC Act and WCB OHSR requirements by providing participants with the knowledge, skills and tools to conduct effective accident/incident investigations.",Classroom,"Health, Safety and Well-Being, Core, All Employees, ","All Government of British Columbia Learners","Not Listed","Not Listed","Not Listed",7,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-142-""","2023/12/16  4:57:09PM","Workplace Health and Safety",17477,"Investigation, Joint, OSH, WCB, Workplace, Workplace Health and Safety, accident, incident, injury, interview, prevention, report",Core,"All Employees","Health, Safety and Well-Being"
ITEM-146,"OHS Mitigating Workplace Violence","This one day course is designed to provide the knowledge, skills and tools to conduct effective workplace violence risk assessments. The participant will be able to recommend control measures to eliminate or reduce the potential for workplace violence.",Classroom,"Health, Safety and Well-Being, Core, All Employees, ","All Government of British Columbia Learners","Not Listed","Not Listed","Not Listed",4,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-146-""","2023/12/14  4:42:59PM","Workplace Health and Safety",17481,"Joint, OSH, Safety, Workplace Health and Safety, drills, emergency, evacuation, mitigate, response, threat, violence",Core,"All Employees","Health, Safety and Well-Being"
ITEM-144,"OHS Office Ergonomics Risk Assessment","This one-day course is designed to provide learners with the knowledge, skills and tools to conduct an effective workplace risk identification and assessment for an office environment.",Classroom,"Health, Safety and Well-Being, Complementary, All Employees, ","All Government of British Columbia Learners","Not Listed","Not Listed","Not Listed",5,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-144-""","2023/12/16  5:10:03PM","Workplace Health and Safety",17479,"Hazard, Health, OSH, WCB, Workplace Health and Safety, Workstation, chair, desk",Complementary,"All Employees","Health, Safety and Well-Being"
ITEM-1297,"OHS Workplace Hazardous Materials Information System (WHMIS)","OHS WHMIS is an online self directed course, which should take most learners less than an hour to complete. This course is targeted towards any workers who have potential exposures to hazardous substances in the workplace.",eLearning,"Health, Safety and Well-Being, Core, All Employees, ","All Government of British Columbia Learners","Not Listed","Not Listed","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1297-""","2023/12/16  8:00:13PM","Workplace Health and Safety",18580,"Hazard, Workplace, Workplace Health and Safety",Core,"All Employees","Health, Safety and Well-Being"
ITEM-2078,"OHS for Supervisors","This OHS training provides information that will allow people leaders to prevent injury and illness in their workplaces and be compliant with the WorkSafeBC Act and Regulation. The course includes 2 live webinars on consecutive days, 2.5 hours each.",Webinar,"People Leaders, Health, Safety and Well-Being, Core, ","All Government of British Columbia Learners","Not Listed","Not Listed","Not Listed",3,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2078-""","2023/12/17  7:08:55PM","Workplace Health and Safety",19322,"Introduction, OSH, Orientation, Safety, Workplace, Workplace Health and Safety",Core,"People Leaders","Health, Safety and Well-Being"
ITEM-2192,"Offsiting Physical Records","This course covers the procedure for offsiting physical records (e.g., paper documents) from applying for an accession and/or application number, to preparing boxes for shipping and storage, and how to complete file retrieval and return requests.",eLearning,"Information Management, Core, All Employees, ","Ministries - All","Not Listed","Not Listed","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2192-""","2024/03/21 11:39:32AM","Corporate Information and Records Management Office",19435,"CIRMO, cirmo, documenting, documents, grs, im 112, information, information management, recordkeeping, records, schedules",Core,"All Employees","Information Management"
ITEM-2211,"Orientation to Psychological Health and Safety in the Workplace","Learn about psychological health and safety in the workplace. Understand psychosocial factors, employer and employee roles, and good work design. Recognize psychosocial hazards and responsibilities for fostering psychological health and safety at work.",eLearning,"Health, Safety and Well-Being, Complementary, All Employees, ","All Government of British Columbia Learners","Not Listed","Not Listed","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2211-""","2023/12/14  4:11:22PM","Workplace Health and Safety",19454,"Mental Health, Orientation, Workplace, Workplace Health and Safety",Complementary,"All Employees","Health, Safety and Well-Being"
ITEM-1776,"PCMP 100: Procurement Foundations","PCMP 100 Procurement Foundations is an eLearning, self-paced, 4-Module course and a pre-requisite to all other PCMP courses. The course is suitable for anyone completing BC Government procurements and managing contracts and vendor relationships.",eLearning,"Procurement and Contract Management, Core, ","All Government of British Columbia Learners","Not Listed","Not Listed","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1776-""","2023/12/15 11:45:42AM","Learning Centre",19022,"Ethics, Learning Centre, PCMP 110, Policy, Procurement",Core,,"Procurement and Contract Management"
ITEM-661,"PCMP 206: The Procurement Lifecycle","This 7 hour web based course will equip you to apply concrete procurement rules and make good decisions through all phases of the procurement lifecycle. Suitable for any with a procurement or contract management support or functional leadership role.",eLearning,"Procurement and Contract Management, Core, All Employees, ","All Government of British Columbia Learners","Not Listed","Not Listed","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-661-""","2023/12/14  4:11:41PM","Learning Centre",17944,"Learning Centre, PCMP, Procurement, Purchase",Core,"All Employees","Procurement and Contract Management"
ITEM-1680,"PCMP 207 (Virtual): Practical Application of the Procurement Lifecycle","PCMP 207 'V' is a 6 session course that uses case studies and discussion to apply the skills acquired from PCMP 206. Enjoy meeting other professionals from across the government. Share your knowledge and experience and be prepared to work in groups!","Blended Format","Procurement and Contract Management, Core, All Employees, ","All Government of British Columbia Learners","Not Listed","Not Listed","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1680-""","2023/12/17  6:13:06PM","Learning Centre",18937,"Learning Centre, PCMP",Core,"All Employees","Procurement and Contract Management"
ITEM-416,"PM 100: Project Foundations","PM 100 introduces you to concepts found in project management (PM) in the BCPS Learning Outcomes: 1-Recognize a project and PM in the BCPS 2-Explain the Project Lifecycle and 10 Knowledge Areas 3-Use PM concepts in conceptualizing a Project Charter",eLearning,"Project Management, Core, All Employees, ","All Government of British Columbia Learners","Not Listed","Not Listed","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-416-""","2023/12/17  7:20:07PM","Learning Centre",17729,"Foundations, Learning Centre, PM, PM101, Project, Project Management",Core,"All Employees","Project Management"
ITEM-1846,"PM 200: Applied Project Management","Five self-directed modules in Moodle (approx 2 hrs each): Starting a Project, Planning Project Work, Engaging Interested Parties, Managing Risk and Change & Completing a Project.",eLearning,"Project Management, Core, All Employees, Project Management, Core, All Employees, ","All Government of British Columbia Learners","Not Listed","Not Listed","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1846-""","2023/12/17  6:22:02PM","Learning Centre",19091,"Change, Learning Centre, PM200, Practical",Core,"All Employees","Project Management"
ITEM-1993,"Paving the Way Forward:  Leading Personal Well-Being in Complex Environments (Restricted to Senior Leaders - Bands 4-6)","Sustaining strong teams in complex environments requires grounded and resourced leadership. Customized for senior leaders, the session will provide strategies to help leaders ground and remain resourced, relaxed, and responsive.",Webinar,"Senior Leaders, Leadership, Core, ","All Government of British Columbia Learners","Not Listed","Not Listed","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1993-""","2024/08/15  2:37:03PM","Learning Centre",19237,"Learning Centre, Resilience, leadership, leading, self",Core,"Senior Leaders",Leadership
ITEM-2303,"Plain language training","This course is designed to teach people how to write using plain language principles.",eLearning,"Complementary, Communication and Facilitation, All Employees, ","All Government of British Columbia Learners","Not Listed","Not Listed","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2303-""","2024/03/21 11:24:01AM","Government Digital Experience",19543,"Communication, Communications, Conversations, Government Digital Experience, Skills",Complementary,"All Employees","Communication and Facilitation"
ITEM-663,"Policy Essentials in the BC Public Service","This short course provides BC public servants with an introduction to the topic of public policy. The course is for: Employees new to the role of Policy Analyst and those interested in working in Policy. The course is delivered online and takes 1hr.",eLearning,"Policy and Regulation, Core, All Employees, ","All Government of British Columbia Learners","Not Listed","Not Listed","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-663-""","2023/12/14  3:25:39PM","Learning Centre",17946,"Analysis, Analyst, Learning Centre, Policy Development, Public Policy",Core,"All Employees","Policy and Regulation"
ITEM-814,"Privacy Governance","Privacy governance is more than legislation - it encompasses all the processes and tools in place that help build a culture of privacy. This course introduces those elements that make up a privacy management program.",eLearning,"Policy and Regulation, Complementary, All Employees, ","All Government of British Columbia Learners","Not Listed","Not Listed","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-814-""","2024/08/28  8:45:03AM","Corporate Information and Records Management Office",18097,"BCIP, CIRMO, Information, Privacy, information, management",Complementary,"All Employees","Policy and Regulation"
ITEM-817,"Privacy Tools: Privacy Impact Assessments (PIA)","The Privacy Impact Assessment (PIA) is a helpful tool in any organization - when wielded properly. This course is valuable for those who have never written a PIA as well as for the more seasoned PIA writers.",eLearning,"Complementary, All Employees, ","All Government of British Columbia Learners","Not Listed","Not Listed","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-817-""","2024/08/28  8:47:33AM","Corporate Information and Records Management Office",18100,"BCIP, CIRMO, Privacy, information, management",Complementary,"All Employees",
ITEM-672,"RM 100 Risk Management: Everyone is a Risk Manager","Learn more about a few key topic areas for risk management in BC government including: the roles and responsibilities for risk management, enterprise risk management (ERM), security risk management, risk financing, and the risk management process.",eLearning,"Project Management, Core, All Employees, ","All Government of British Columbia Learners","Not Listed","Not Listed","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-672-""","2023/12/14  3:26:43PM","Learning Centre",17955,"BC Certificate of Insurance, Decision making, Enterprise risk management, Evaluation, General incident, Hold harmless, Indemnity, Insurance, Learning Centre, Liability, Loss report, Manage, Ministry security officer, Mobile, Procurement, RM100, Risk, Risk analysis, Risk assessment, Risk management, Risk management branch, Risk register, Security, Security risk management, Threat analysis, Volunteer",Core,"All Employees","Project Management"
ITEM-1193,"Records Management: Email Organization","This is a self-directed e-learning course on email organization available to all government employees.",eLearning,"Information Management, Core, All Employees, ","All Government of British Columbia Learners","Not Listed","Not Listed","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1193-""","2023/12/14  3:27:12PM","Corporate Information and Records Management Office",18476,"CIRMO, cirmo, digital, documenting, edrms, grs, im 112, information, information management, organization, recordkeeping, records",Core,"All Employees","Information Management"
ITEM-2093,"Stress Management for Leaders (Restricted to People Leaders)","Managing stress is a challenge at the best of times. The changing personal and professional demands of the past year have increased stress for many people, including those in leadership positions.",Webinar,"People Leaders, Health, Safety and Well-Being, Complementary, ","All Government of British Columbia Learners","Not Listed","Not Listed","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2093-""","2024/08/07 10:25:02AM","Workplace Health and Safety",19337,"Coping, Mental Health, Stress, Workplace Health and Safety",Complementary,"People Leaders","Health, Safety and Well-Being"
ITEM-2162,"Supervising in the BC Public Service","A 10 week, fully virtual, program for people leaders that offers best practices in core HR responsibilities and the foundations for strong relationship building","Blended Format","People Leaders, Mandatory, Leadership, ","All Government of British Columbia Learners","Not Listed","Not Listed","Not Listed",3,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-2162-""","2024/08/07 10:26:31AM","Learning Centre",19406,"Learning Centre, SBCPS",Mandatory,"People Leaders",Leadership
ITEM-1637,"The Impact of Bias and Assumption on Workplace Inclusion","Inclusion in the workplace can be improved by considering bias, perspective-taking, social location and frame of reference. Explore these concepts and engage in this 90-minute thought-provoking workshop. 30 minutes of preparation required.",Webinar,"Equity, Diversity and Inclusion, Complementary, All Employees, ","All Government of British Columbia Learners","Not Listed","Not Listed","Not Listed",6,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-1637-""","2023/12/17  6:10:18PM","Learning Centre",18894,"Frame of Reference, Inclusion, Learning Centre, Our Lens to the World, aboriginal, accessibility, ally, allyship, anti-racism, bcpsbelonging, bias, briw, bullying, diversity, edi, equality, equity, gba, gender, healing, hoil, humility, inclusion, inclusive, indigenous, lgbt, lgbtq, lgbtq2s+, racism, reconciliation, village",Complementary,"All Employees","Equity, Diversity and Inclusion"
ITEM-504,"Time and Leave: Additional Roles and Functions","This course contains video simulations for the following roles: Social Workers; 70 Hour True Flex Employees and 70/140 Hour Averaging Employees.",eLearning,"Human Resources Management, Core, All Employees, ","All Government of British Columbia Learners","Not Listed","Not Listed","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-504-""","2023/12/14  3:27:56PM","Learning Centre",17810,"Approval, Approve, Learning Centre, OT, Over Time, Overtime, Pay, Schedule, Shift, Social Workers, T&L, T+L, Time",Core,"All Employees","Human Resources Management"
ITEM-461,"Time and Leave: All Employees","This Time and Leave course contains videos demonstrating the following actions: Request leave; Record Sick Leave; Add Overtime on a Timesheet, Move Time Reporting Codes. There is also an Intro to Time and Leave and relevant resource links.",eLearning,"Human Resources Management, Core, All Employees, ","All Government of British Columbia Learners","Not Listed","Not Listed","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-461-""","2023/12/14  3:28:21PM","Learning Centre",17771,"70/140, Absence Management, Appointment, Approval, Approvals, Approving, Averaging, CTO, Call Out, Callout, Dentist, EA, ETO, Employee, Employees, Expense Authority, ExpenseAuthority, Holiday, Hospital, Illness, Learning Centre, Leave, Leave Approver, Leave Keep, Leave Keeper, Leave Management, Leave Request, Leave-keeper, OT, Over Time, Overtime, Pay, Pay Out, Pay-out, Payment, Payments, Payout, Reporting, Reports, Request, Requested, Requesting, Role, STIIP, Schedule, Scheduled, Shift, Shifts, Sick, Sick Day, Sick leave, Sick-Day, Sick-Leave, Sickday, Sickness, Social Workers, Stand by, Stand-by, Standby, T&L, T+L, TLAM, TOL, Time, Time Keeper, Time Off, Time Sheet, Time and Labour, Time and Leave, Time on line, Time online, Time-Off, Time-sheet, Top Up, Top-Up, Topup, Vacation, WCB, Work Schedule, leaveapprover",Core,"All Employees","Human Resources Management"
ITEM-491,"Time and Leave: Expense Authority","This Time and Leave course contains videos demonstrating the following actions for EAs: Move Time Reporting Codes; Overtime on a Timesheet; Shift Override; Record Call-Out; Expense Authorize Approve Time; an Intro to Time and Leave; Resources.",eLearning,"Finance and Accounting, Core, All Employees, ","All Government of British Columbia Learners","Not Listed","Not Listed","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-491-""","2023/12/14  3:28:43PM","Learning Centre",17797,"70/140, Absence Management, Approvals, Approve, Approving, Averaging, CTO, Dentist, EA, ETO, Employee, Employees, Expense Authority, ExpenseAuthority, Holiday, Learning Centre, Leave, OT, Over Time, Overtime, Pay Out, Payment, Payout, Reporting, Reports, Request, Requesting, Role, STIIP, Schedule, Sick, Sickday, Social Workers, Standby, T&L, T+L, TLAM, TOL, Time and Labour, Time and Leave, Time on line, Timeonline, Timesheet, Top Up, Top-Up, Topup, Vacation, WCB, Work Schedule",Core,"All Employees","Finance and Accounting"
ITEM-488,"Time and Leave: Leave Approver","This Time and Leave course contains videos demonstrating the following actions for Leave Approvers: Request Leave; Record Sick Leave; Approve Leave; Approve Sick Leave; an Intro to Time and Leave; and links to relevant learning resources.",eLearning,"People Leaders, Human Resources Management, Core, ","All Government of British Columbia Learners","Not Listed","Not Listed","Not Listed",1,"https://learning.gov.bc.ca/psc/CHIPSPLM_6/EMPLOYEE/ELM/c/LM_OD_EMPLOYEE_FL.LM_FND_LRN_FL.GBL?Page=LM_FND_LRN_RSLT_FL&Action=U&KWRD=""ITEM-488-""","2024/03/21  3:22:41PM","Learning Centre",17794,"70/140, Absence Management, Appointment, Approval, Approvals, Approving, Averaging, ETO, Employee, Employees, Holiday, Hospital, Illness, Learning Centre, Leave Approver, Overtime, Pay, Payments, Reports, Request, Requesting, STIIP, Schedule, Sick leave, Sickday, Sickness, Standby, T&L, T+L, TLAM, TOL, Time and Labour, Time and Leave, Timeonline, Timesheet, Top Up, Topup, Vacation, WCB, Work Schedule, leaveapprover",Core,"People Leaders","Human Resources Management"
